user_id,age,gender,height,weight,goal,BMI,day1,day2,day3,day4,day5,day6,day7
11,42,Female,165,72,Lose,26.4,"Cardio: 30 minutes brisk walking <br> Strength: Bodyweight squats (3 sets x 12 reps), Modified pushups (3 sets x 8 reps), Dumbbell rows (3 sets x 10 reps each arm) <br> Core: Plank (3 sets x 20 seconds), Bicycle crunches (3 sets x 15 reps)","Shoulders: Military Press (3 sets x 10 reps), Lateral Raises (3 sets x 10 reps), Front Raises (3 sets x 10 reps) <br> Abs: Hanging Leg Raises (3 sets x 10 reps), Cable Crunches (3 sets x 10 reps)","Cardio: 25 minutes low-impact aerobics <br> Lower Body: Lunges (3 sets x 10 reps each leg), Leg press machine (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Core: Russian twists (3 sets x 20 reps), Leg raises (3 sets x 12 reps)","Upper Body: Chest press machine (3 sets x 10 reps), Lat pulldown (3 sets x 12 reps), Shoulder press (3 sets x 10 reps) <br> Arms: Tricep pushdowns (3 sets x 12 reps), Bicep curls (3 sets x 10 reps)","Balance exercises: Single leg stand (3 sets x 20 seconds each leg), Heel-to-toe walk (3 sets of 10 steps)","Full Body Circuit (3 rounds): Bodyweight squats (12 reps), Modified pushups (8 reps), Dumbbell rows (10 reps each arm), Lunges (10 reps each leg), Plank (30 seconds) <br> Cool down: 10 minutes stretching",Light activity: 20 minutes gentle stretching 
12,27,Male,178,65,Gain,20.5,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps)","Back: Deadlifts (4 sets x 6 reps), Pull-ups or Lat Pulldowns (4 sets x 8 reps), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Romanian Deadlifts (3 sets x 10 reps), Calf Raises (4 sets x 15 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Cable Crunches (3 sets x 15 reps)","Upper Body: Incline Bench Press (4 sets x 8 reps), Weighted Chin-ups (3 sets x 8 reps), Dips (3 sets x 10 reps) <br> Arms: EZ Bar Curls (3 sets x 10 reps), Skull Crushers (3 sets x 12 reps)","Lower Body: Front Squats (4 sets x 8 reps), Walking Lunges (3 sets x 10 steps each leg), Leg Curls (3 sets x 12 reps) <br> Calves: Standing Calf Raises (4 sets x 15 reps), Seated Calf Raises (3 sets x 20 reps)","Active Recovery: 30 minutes light jogging or cycling <br> Stretching: 20 minutes full body stretch routine <br> Core: Planks (3 sets x 45 seconds), Russian Twists (3 sets x 20 reps), Superman holds (3 sets x 30 seconds)"
13,33,Male,173,78,Lose,26.1,"Chest: Bench Press (4 sets x 10 reps), Incline Dumbbell Press (3 sets x 12 reps), Cable Crossover (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps) <br> Cardio: 20 minutes of High-Intensity Interval Training (HIIT) on treadmill","Back: Bent Over Row (4 sets x 10 reps), Pull-ups (3 sets x max reps), Cable Pull Down (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps), Concentration Curl (3 sets x 15 reps) <br> Abs: Plank (3 sets x 60 seconds), Russian Twist (3 sets x 20 reps), Leg Raises (3 sets x 15 reps)","Legs: Squats (4 sets x 10 reps), Deadlifts (3 sets x 8 reps), Leg Press (3 sets x 12 reps), Calf Raises (4 sets x 15 reps) <br> Cardio: 30 minutes of moderate-intensity cycling","Shoulders: Overhead Press (4 sets x 10 reps), Side Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps), Face Pulls (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 20 reps), Bicycle Crunches (3 sets x 20 reps), Mountain Climbers (3 sets x 30 seconds)","Chest: Incline Bench Press (4 sets x 10 reps), Dumbbell Flyes (3 sets x 12 reps), Push-ups (3 sets x max reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps), Diamond Push-ups (3 sets x max reps) <br> Cardio: 20 minutes of rowing machine","Back: T-Bar Row (4 sets x 10 reps), Lat Pull-downs (3 sets x 12 reps), Cable Rows (3 sets x 12 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps), Cable Curls (3 sets x 15 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Planks (3 sets x 60 seconds), Ab Wheel Rollouts (3 sets x 10 reps)",Light cardio: 30 minutes brisk walking <br> Stretching: Full body stretch routine (15 minutes) <br> Yoga: Sun Salutations (10 repetitions)
14,26,Female,160,58,Maintain,22.7,"Legs: Bodyweight Squats (3 sets x 15 reps), Lunges (3 sets x 12 reps per leg), Glute Bridges (3 sets x 15 reps) <br> Cardio: 20 minutes of low-impact aerobics","Upper Body: Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 12 reps), Shoulder Press (3 sets x 10 reps) <br> Core: Plank (3 sets x 30 seconds), Bicycle Crunches (3 sets x 15 reps), Russian Twists (3 sets x 20 reps)",Cardio: 30 minutes of running on treadmill,"Lower Body: Step-ups (3 sets x 12 reps per leg), Calf Raises (3 sets x 15 reps), Resistance Band Leg Press (3 sets x 15 reps) <br> Arms: Tricep Dips (3 sets x 10 reps), Bicep Curls (3 sets x 12 reps), Lateral Raises (3 sets x 12 reps)","Full Body: Circuit training with bodyweight exercises (Jumping Jacks, Mountain Climbers, Burpees, High Knees) - 3 rounds, 45 seconds each exercise","Back: Deadlifts (3 sets x 8 reps), Pull-ups (3 sets x 10 reps), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 10 reps) <br> Core: Planks (3 sets x 30 seconds), Russian Twists (3 sets x 10 reps)",Light cardio: 20 minutes of gentle yoga or stretching <br> Meditation: 10 minutes of mindfulness practice <br> Walking: 15 minutes leisurely walk in nature
15,40,Male,175,82,Lose,26.8,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Tricep Pushdowns (3 sets x 12 reps), Overhead Tricep Extension (3 sets x 10 reps) <br> Cardio: 25 minutes of HIIT on stationary bike","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Core: Planks (3 sets x 45 seconds), Russian Twists (3 sets x 20 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 12 reps), Romanian Deadlifts (3 sets x 10 reps), Calf Raises (4 sets x 15 reps) <br> Cardio: 30 minutes of moderate-intensity jogging","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps), Face Pulls (3 sets x 15 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Cable Crunches (3 sets x 15 reps), Ab Wheel Rollouts (3 sets x 10 reps)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Flyes (3 sets x 12 reps), Dips (3 sets x max reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Skull Crushers (3 sets x 12 reps) <br> Cardio: 25 minutes of rowing","Back: Bent Over Rows (4 sets x 8 reps), Lat Pulldowns (3 sets x 12 reps), Single-Arm Dumbbell Rows (3 sets x 10 reps per arm) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps) <br> Core: Bicycle Crunches (3 sets x 20 reps), Side Planks (3 sets x 30 seconds per side)",Light cardio: 30 minutes of brisk walking or light jog <br> Stretching: Full body stretch routine (20 minutes) <br> Foam rolling: 10 minutes for major muscle groups
16,24,Female,163,57,Maintain,21.5,"Chest: Pushup (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 8 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps), Tricep Kickback (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 seconds)","Legs: Bodyweight Squat (3 sets x 12 reps), Lunges (3 sets x 10 reps each leg), Calf Raises (3 sets x 15 reps) <br> Shoulders: Side Lateral Raise (3 sets x 10 reps), Front Raise (3 sets x 10 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps each arm), Cable Pull Down (3 sets x 12 reps) <br> Biceps: Hammer Curl (3 sets x 10 reps), Cable Curl (3 sets x 12 reps)","Chest: Cable Crossover (3 sets x 12 reps), Dumbbell Fly (3 sets x 10 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Diamond Pushup (3 sets x 8 reps) <br> Abs: Russian Twist (3 sets x 20 reps), Leg Raise (3 sets x 12 reps)","Legs: Split Squat (3 sets x 10 reps each leg), Leg Press (3 sets x 12 reps), Kettlebell Swing (3 sets x 15 reps) <br> Shoulders: Overhead Press (3 sets x 8 reps), Rear Delt Raise (3 sets x 12 reps)","Back: Bent Over Row (3 sets x 10 reps), Cable Reverse Fly (3 sets x 12 reps) <br> Biceps: Concentration Curl (3 sets x 10 reps), Barbell Curl (3 sets x 8 reps)",Light stretching (15 minutes) <br> Brisk walking (20 minutes) <br> Light Yoga (15 minutes)
17,36,Male,177,88,Lose,28.1,"Chest: Bench Press (4 sets x 8 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps) <br> Abs: Crunch (4 sets x 20 reps), Plank (4 sets x 45 seconds)","Legs: Squat (4 sets x 10 reps), Deadlift (3 sets x 8 reps), Lunges (3 sets x 12 reps each leg), Calf Raises (4 sets x 15 reps) <br> Shoulders: Overhead Press (3 sets x 8 reps), Side Lateral Raise (3 sets x 12 reps)","Back: Pull Up (3 sets x 8 reps), Bent Over Row (4 sets x 10 reps), Cable Pull Down (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Chest: Incline Dumbbell Press (4 sets x 8 reps), Dumbbell Fly (3 sets x 12 reps), Landmine Press (3 sets x 10 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps) <br> Abs: Russian Twist (4 sets x 25 reps), Leg Raise (4 sets x 15 reps)","Legs: Front Barbell Squat (4 sets x 8 reps), Split Squat (3 sets x 12 reps each leg), Leg Press (4 sets x 10 reps), Kettlebell Swing (3 sets x 15 reps) <br> Shoulders: Arnold Press (3 sets x 10 reps), Face Pull (3 sets x 15 reps)","Back: Deadlift (3 sets x 8 reps), T-Bar Row (3 sets x 10 reps), Cable Reverse Fly (3 sets x 12 reps) <br> Biceps: Concentration Curl (3 sets x 12 reps), Cable Curl (3 sets x 15 reps)",Light stretching (20 minutes) <br> Jogging on treadmill (25 minutes) <br> Light Yoga (20 minutes)
18,29,Female,168,62,Gain,22,"Chest: Pushup (3 sets x 8 reps), Incline Dumbbell Press (3 sets x 6 reps) <br> Triceps: Tricep Dips (2 sets x 8 reps), Tricep Kickback (3 sets x 10 reps) <br> Abs: Crunch (3 sets x 12 reps), Plank (3 sets x 25 seconds)","Legs: Bodyweight Squat (3 sets x 10 reps), Lunges (2 sets x 8 reps each leg), Calf Raises (3 sets x 12 reps) <br> Shoulders: Side Lateral Raise (3 sets x 8 reps), Front Raise (2 sets x 8 reps)","Back: One Arm Dumbbell Row (3 sets x 8 reps each arm), Cable Pull Down (3 sets x 10 reps) <br> Biceps: Hammer Curl (3 sets x 8 reps), Cable Curl (2 sets x 10 reps)","Chest: Cable Crossover (3 sets x 10 reps), Dumbbell Fly (2 sets x 8 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Diamond Pushup (2 sets x 6 reps) <br> Abs: Russian Twist (3 sets x 15 reps), Leg Raise (3 sets x 10 reps)","Legs: Split Squat (2 sets x 8 reps each leg), Leg Press (3 sets x 10 reps), Kettlebell Swing (3 sets x 12 reps) <br> Shoulders: Overhead Press (3 sets x 6 reps), Rear Delt Raise (3 sets x 10 reps)","Back: Bent Over Row (3 sets x 8 reps), Cable Reverse Fly (3 sets x 10 reps) <br> Biceps: Concentration Curl (3 sets x 8 reps), Barbell Curl (2 sets x 8 reps)",Light stretching (15 minutes) <br> Gentle walking (15 minutes) <br> Light Yoga (10 minutes)
19,41,Male,182,95,Lose,28.7,"Chest: Bench Press (4 sets x 8 reps), Pushup (4 sets x 15 reps), Incline Dumbbell Press (3 sets x 10 reps) <br> Triceps: Tricep Overhead Extension (4 sets x 12 reps), Close Grip Bench Press (3 sets x 10 reps) <br> Abs: Crunch (4 sets x 25 reps), Plank (4 sets x 60 seconds), Mountain Climber (3 sets x 20 reps)","Legs: Squat (5 sets x 10 reps), Deadlift (4 sets x 8 reps), Lunges (4 sets x 12 reps each leg), Calf Raises (4 sets x 20 reps) <br> Shoulders: Overhead Press (4 sets x 8 reps), Side Lateral Raise (3 sets x 12 reps), Front Raise (3 sets x 12 reps)","Back: Pull Up (4 sets x 10 reps), Bent Over Row (4 sets x 12 reps), Cable Pull Down (3 sets x 15 reps), T-Bar Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (4 sets x 10 reps), Hammer Curl (3 sets x 12 reps), Cable Curl (3 sets x 15 reps)","Chest: Cable Crossover (4 sets x 12 reps), Dumbbell Fly (3 sets x 12 reps), Landmine Press (3 sets x 10 reps) <br> Triceps: Tricep Dips (4 sets x 15 reps), Diamond Pushup (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps) <br> Abs: Russian Twist (4 sets x 30 reps), Leg Raise (4 sets x 20 reps), Oblique Crunch (3 sets x 20 reps each side)","Legs: Front Barbell Squat (5 sets x 8 reps), Split Squat (4 sets x 12 reps each leg), Leg Press (4 sets x 12 reps), Kettlebell Swing (4 sets x 15 reps) <br> Shoulders: Arnold Press (4 sets x 10 reps), Face Pull (3 sets x 15 reps), Rear Delt Raise (3 sets x 12 reps)","Back: Deadlift (4 sets x 8 reps), One Arm Dumbbell Row (4 sets x 12 reps each arm), Cable Reverse Fly (3 sets x 15 reps), Pull Up (3 sets to failure) <br> Biceps: Concentration Curl (4 sets x 12 reps), Chin Up (3 sets x 8 reps), Barbell Curl (3 sets x 10 reps)",Light stretching (25 minutes) <br> Brisk walking or light jogging on treadmill (30 minutes) <br> Light Yoga (20 minutes)
20,33,Female,159,68,Lose,26.9,"Chest: Pushup (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 8 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps), Tricep Kickback (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 seconds), Leg Raise (3 sets x 12 reps)","Legs: Bodyweight Squat (3 sets x 12 reps), Lunges (3 sets x 10 reps each leg), Calf Raises (3 sets x 15 reps), Kettlebell Swing (3 sets x 12 reps) <br> Shoulders: Side Lateral Raise (3 sets x 10 reps), Front Raise (3 sets x 10 reps), Overhead Press (3 sets x 8 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps each arm), Cable Pull Down (3 sets x 12 reps), Bent Over Row (3 sets x 10 reps) <br> Biceps: Hammer Curl (3 sets x 10 reps), Cable Curl (3 sets x 12 reps), Concentration Curl (2 sets x 10 reps)","Chest: Dumbbell Fly (3 sets x 10 reps), Pushup (3 sets x 12 reps), Landmine Press (3 sets x 10 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Diamond Pushup (3 sets x 8 reps), Tricep Overhead Extension (3 sets x 12 reps) <br> Abs: Russian Twist (3 sets x 20 reps), Plank (3 sets x 45 seconds), Mountain Climber (3 sets x 15 reps)","Legs: Split Squat (3 sets x 10 reps each leg), Leg Press (3 sets x 12 reps), Deadlift (3 sets x 8 reps), Calf Raises (3 sets x 20 reps) <br> Shoulders: Rear Delt Raise (3 sets x 12 reps), Face Pull (3 sets x 15 reps), Arnold Press (3 sets x 8 reps)","Back: Cable Reverse Fly (3 sets x 12 reps), T-Bar Row (3 sets x 10 reps), Pull Up (3 sets to failure) <br> Biceps: Barbell Curl (3 sets x 10 reps), Chin Up (3 sets x 6 reps), Cable Curl (3 sets x 12 reps)",Light stretching (20 minutes) <br> Brisk walking on treadmill (25 minutes) <br> Light Yoga (15 minutes)
21,23,Male,178,70,Gain,22.1,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 seconds)","Back: Bent Over Row (4 sets x 8 reps), Pull-ups (3 sets x max reps), Cable Pulldown (3 sets x 10 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps) <br> Core: Russian Twist (3 sets x 20 reps), Leg Raises (3 sets x 15 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Lunges (3 sets x 12 reps per leg) <br> Calves: Standing Calf Raises (4 sets x 15 reps) <br> Abs: Bicycle Crunches (3 sets x 20 reps), Plank (3 sets x 45 seconds)","Shoulders: Overhead Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Traps: Barbell Shrugs (3 sets x 12 reps) <br> Core: Mountain Climbers (3 sets x 20 reps), Side Plank (3 sets x 30 seconds per side)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Flyes (3 sets x 12 reps), Push-ups (3 sets x max reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Dips (3 sets x max reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Ab Wheel Rollout (3 sets x 10 reps)","Back: Deadlifts (4 sets x 6 reps), T-Bar Rows (3 sets x 10 reps), Face Pulls (3 sets x 15 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Concentration Curls (3 sets x 12 reps) <br> Core: Plank (3 sets x 60 seconds), Russian Twists (3 sets x 25 reps)","Light cardio: Brisk walking (30 minutes) <br> Stretching: Full body stretch routine (15 minutes) <br> Light core work: Plank (2 sets x 30 seconds), Crunch (2 sets x 15 reps)"
22,37,Female,164,63,Maintain,23.4,"Full Body: Bodyweight Squats (3 sets x 12 reps), Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps per arm) <br> Core: Plank (3 sets x 30 seconds), Bicycle Crunches (3 sets x 15 reps) <br> Cardio: Treadmill walking (20 minutes at moderate pace)","Lower Body: Goblet Squats (3 sets x 10 reps), Lunges (3 sets x 10 reps per leg), Glute Bridges (3 sets x 12 reps) <br> Arms: Tricep Dips (3 sets x 8 reps), Bicep Curls (3 sets x 10 reps) <br> Cardio: Stationary bike (20 minutes at moderate intensity)","Upper Body: Dumbbell Chest Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 10 reps), Shoulder Press (3 sets x 8 reps) <br> Core: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps) <br> Cardio: Elliptical (20 minutes at moderate pace)","Full Body: Dumbbell Deadlifts (3 sets x 10 reps), Dumbbell Bench Press (3 sets x 8 reps), Seated Cable Rows (3 sets x 10 reps) <br> Arms: Tricep Pushdowns (3 sets x 12 reps), Hammer Curls (3 sets x 10 reps) <br> Cardio: Treadmill jogging (15 minutes at comfortable pace)","Lower Body: Step-ups (3 sets x 10 reps per leg), Romanian Deadlifts (3 sets x 10 reps), Calf Raises (3 sets x 15 reps) <br> Core: Plank (3 sets x 40 seconds), Side Plank (3 sets x 20 seconds per side) <br> Cardio: Rowing machine (20 minutes at moderate intensity)","Upper Body: Incline Dumbbell Press (3 sets x 8 reps), Dumbbell Flyes (3 sets x 10 reps), Bent-Over Rows (3 sets x 10 reps) <br> Arms: Overhead Tricep Extension (3 sets x 12 reps), Zottman Curls (3 sets x 10 reps) <br> Cardio: Stationary bike (20 minutes with intervals)","Light cardio: Gentle yoga flow (30 minutes) <br> Stretching: Full body stretch routine (15 minutes) <br> Light core work: Cat-Cow Pose (10 reps), Bird-Dog (2 sets x 8 reps per side)"
23,31,Male,176,85,Lose,27.4,"Cardio: Treadmill running (30 minutes at moderate-high intensity) <br> Chest: Push-ups (3 sets x max reps), Dumbbell Bench Press (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps), Tricep Pushdowns (3 sets x 15 reps) <br> Core: Plank (3 sets x 45 seconds), Russian Twists (3 sets x 20 reps)","Cardio: High-Intensity Interval Training (20 minutes alternating 1 minute high intensity, 1 minute low intensity) <br> Back: Pull-ups (3 sets x max reps), Bent-Over Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 12 reps), Hammer Curls (3 sets x 15 reps) <br> Abs: Bicycle Crunches (3 sets x 20 reps), Leg Raises (3 sets x 15 reps)","Cardio: Stationary bike (30 minutes at high intensity) <br> Legs: Squats (4 sets x 12 reps), Lunges (3 sets x 15 reps per leg) <br> Calves: Standing Calf Raises (4 sets x 20 reps) <br> Core: Mountain Climbers (3 sets x 30 seconds), Plank to Downward Dog (3 sets x 10 reps)","Cardio: Rowing machine (25 minutes at moderate-high intensity) <br> Shoulders: Overhead Press (3 sets x 12 reps), Lateral Raises (3 sets x 15 reps) <br> Triceps: Close-Grip Push-ups (3 sets x max reps), Overhead Tricep Extensions (3 sets x 15 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Ab Wheel Rollouts (3 sets x 10 reps)","Cardio: Elliptical (30 minutes with resistance) <br> Back: Lat Pulldowns (3 sets x 12 reps), Cable Rows (3 sets x 15 reps) <br> Biceps: Incline Dumbbell Curls (3 sets x 12 reps), Concentration Curls (3 sets x 15 reps) <br> Core: Side Planks (3 sets x 30 seconds per side), Russian Twists (3 sets x 25 reps)","Cardio: Stair climber (25 minutes at moderate intensity) <br> Full Body Circuit (3 rounds): Burpees (12 reps), Dumbbell Thrusters (10 reps), Mountain Climbers (30 seconds), Renegade Rows (10 reps per arm) <br> Core: Plank (3 sets x 60 seconds), V-ups (3 sets x 15 reps)","Light cardio: Brisk walking (40 minutes) <br> Stretching: Full body stretch routine (20 minutes) <br> Light core work: Cat-Cow Pose (15 reps), Supermans (3 sets x 10 reps)"
24,28,Female,160,55,Gain,21.5,"Full Body: Bodyweight Squats (3 sets x 12 reps), Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps per arm) <br> Core: Plank (3 sets x 30 seconds), Bicycle Crunches (3 sets x 15 reps) <br> Cardio: Brisk walking (20 minutes)","Lower Body: Goblet Squats (3 sets x 10 reps), Lunges (3 sets x 10 reps per leg), Glute Bridges (3 sets x 12 reps) <br> Arms: Tricep Dips (3 sets x 8 reps), Bicep Curls (3 sets x 10 reps) <br> Cardio: Stationary bike (20 minutes at moderate intensity)","Upper Body: Dumbbell Chest Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 10 reps), Shoulder Press (3 sets x 8 reps) <br> Core: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps) <br> Cardio: Jump rope (15 minutes)","Full Body: Dumbbell Deadlifts (3 sets x 10 reps), Incline Push-ups (3 sets x 10 reps), Seated Cable Rows (3 sets x 10 reps) <br> Arms: Overhead Tricep Extensions (3 sets x 12 reps), Hammer Curls (3 sets x 10 reps) <br> Cardio: Elliptical (20 minutes at moderate pace)","Lower Body: Step-ups (3 sets x 10 reps per leg), Romanian Deadlifts (3 sets x 10 reps), Calf Raises (3 sets x 15 reps) <br> Core: Plank (3 sets x 40 seconds), Side Plank (3 sets x 20 seconds per side) <br> Cardio: Swimming (20 minutes at comfortable pace)","Upper Body: Dumbbell Bench Press (3 sets x 8 reps), Dumbbell Flyes (3 sets x 10 reps), Bent-Over Rows (3 sets x 10 reps) <br> Arms: Tricep Pushdowns (3 sets x 12 reps), Concentration Curls (3 sets x 10 reps) <br> Cardio: Stair climbing (15 minutes)","Light cardio: Gentle yoga flow (30 minutes) <br> Stretching: Full body stretch routine (15 minutes) <br> Light core work: Cat-Cow Pose (10 reps), Bird-Dog (2 sets x 8 reps per side)"
25,42,Male,182,90,Lose,27.2,"Cardio: Treadmill running (30 minutes at moderate-high intensity) <br> Chest: Push-ups (4 sets x max reps), Dumbbell Bench Press (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps), Tricep Pushdowns (3 sets x 15 reps) <br> Core: Plank (3 sets x 45 seconds), Russian Twists (3 sets x 20 reps)","Cardio: High-Intensity Interval Training (25 minutes alternating 1 minute high intensity, 1 minute low intensity) <br> Back: Pull-ups (3 sets x max reps), Bent-Over Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 12 reps), Hammer Curls (3 sets x 15 reps) <br> Abs: Bicycle Crunches (3 sets x 25 reps), Leg Raises (3 sets x 15 reps)","Cardio: Stationary bike (35 minutes at high intensity) <br> Legs: Squats (4 sets x 12 reps), Lunges (3 sets x 15 reps per leg) <br> Calves: Standing Calf Raises (4 sets x 20 reps) <br> Core: Mountain Climbers (3 sets x 30 seconds), Plank to Downward Dog (3 sets x 12 reps)","Cardio: Rowing machine (30 minutes at moderate-high intensity) <br> Shoulders: Overhead Press (3 sets x 12 reps), Lateral Raises (3 sets x 15 reps) <br> Triceps: Close-Grip Push-ups (3 sets x max reps), Overhead Tricep Extensions (3 sets x 15 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Ab Wheel Rollouts (3 sets x 10 reps)","Cardio: Elliptical (35 minutes with resistance) <br> Back: Lat Pulldowns (3 sets x 12 reps), Cable Rows (3 sets x 15 reps) <br> Biceps: Incline Dumbbell Curls (3 sets x 12 reps), Concentration Curls (3 sets x 15 reps) <br> Core: Side Planks (3 sets x 30 seconds per side), Russian Twists (3 sets x 25 reps)","Cardio: Stair climber (30 minutes at moderate intensity) <br> Full Body Circuit (3 rounds): Burpees (15 reps), Dumbbell Thrusters (12 reps), Mountain Climbers (40 seconds), Renegade Rows (12 reps per arm) <br> Core: Plank (3 sets x 60 seconds), V-ups (3 sets x 15 reps)","Light cardio: Brisk walking (45 minutes) <br> Stretching: Full body stretch routine (20 minutes) <br> Light core work: Cat-Cow Pose (15 reps), Supermans (3 sets x 12 reps)"
